source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,comm_samp,noteworthy_env_cond,replicate,size_frac_low,size_frac_up,depth,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,samp_size_mass,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,failure,failure_comment,ENA_accession_number_sample,source_mat_id
EMO BON RFormosa SO 221216 micro(1),EMOBON metagenome sediment sample from station RFormosa collected on 2022-12-16 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-12-16 00:00:00,RFormosa_So_221216,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,1,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-12-16 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2023-06-19 00:00:00,2023-07-03 00:00:00,-70,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_41
EMO BON RFormosa SO 221216 micro(2),EMOBON metagenome sediment sample from station RFormosa collected on 2022-12-16 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-12-16 00:00:00,RFormosa_So_221216,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,2,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-12-16 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2023-06-19 00:00:00,2023-07-03 00:00:00,-70,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_42
EMO BON RFormosa SO 221216 micro(3),EMOBON metagenome sediment sample from station RFormosa collected on 2022-12-16 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-12-16 00:00:00,RFormosa_So_221216,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,3,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-12-16 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_43
EMO BON RFormosa SO 221216 micro(4),EMOBON metagenome sediment sample from station RFormosa collected on 2022-12-16 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-12-16 00:00:00,RFormosa_So_221216,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,4,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-12-16 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_44
EMO BON RFormosa SO 221216 blank,EMOBON metagenome sediment sample from station RFormosa collected on 2022-12-16 community collected micro,256318,metagenome,metagenome,NA,2022-12-16 00:00:00,RFormosa_So_221216,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,blank_1,NA,NA,NA,NA,SoSOP 1,NA,2022-12-16 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_45
EMO BON RFormosa SO 230420 micro(1),EMOBON metagenome sediment sample from station RFormosa collected on 2023-04-20 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-04-20 00:00:00,RFormosa_So_230420,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,1,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-04-20 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2023-06-19 00:00:00,2023-07-03 00:00:00,-70,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_46
EMO BON RFormosa SO 230420 micro(2),EMOBON metagenome sediment sample from station RFormosa collected on 2023-04-20 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-04-20 00:00:00,RFormosa_So_230420,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,2,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-04-20 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2023-06-19 00:00:00,2023-07-03 00:00:00,-70,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_47
EMO BON RFormosa SO 230420 micro(3),EMOBON metagenome sediment sample from station RFormosa collected on 2023-04-20 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-04-20 00:00:00,RFormosa_So_230420,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,3,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-04-20 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_48
EMO BON RFormosa SO 230420 micro(4),EMOBON metagenome sediment sample from station RFormosa collected on 2023-04-20 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-04-20 00:00:00,RFormosa_So_230420,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,4,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-04-20 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_49
EMO BON RFormosa SO 230420 blank,EMOBON metagenome sediment sample from station RFormosa collected on 2023-04-20 community collected micro,256318,metagenome,metagenome,NA,2023-04-20 00:00:00,RFormosa_So_230420,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,blank_1,NA,NA,NA,NA,SoSOP 1,NA,2023-04-20 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_50
EMO BON RFormosa SO 230703 micro(1),EMOBON metagenome sediment sample from station RFormosa collected on 2023-07-03 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-07-03 00:00:00,RFormosa_So_230703,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,1,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-07-03 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2023-09-12 00:00:00,2023-10-05 00:00:00,-70,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_51
EMO BON RFormosa SO 230703 micro(2),EMOBON metagenome sediment sample from station RFormosa collected on 2023-07-03 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-07-03 00:00:00,RFormosa_So_230703,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,2,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-07-03 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2023-09-12 00:00:00,2023-10-05 00:00:00,-70,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_52
EMO BON RFormosa SO 230703 micro(3),EMOBON metagenome sediment sample from station RFormosa collected on 2023-07-03 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-07-03 00:00:00,RFormosa_So_230703,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,3,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-07-03 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_53
EMO BON RFormosa SO 230703 micro(4),EMOBON metagenome sediment sample from station RFormosa collected on 2023-07-03 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-07-03 00:00:00,RFormosa_So_230703,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,4,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-07-03 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_54
EMO BON RFormosa SO 230703 blank,EMOBON metagenome sediment sample from station RFormosa collected on 2023-07-03 community collected micro,256318,metagenome,metagenome,NA,2023-07-03 00:00:00,RFormosa_So_230703,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,blank_1,NA,NA,NA,NA,SoSOP 1,NA,2023-07-03 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,NA,2023-09-12 00:00:00,2023-10-05 00:00:00,-70,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_55
EMO BON RFormosa SO 230906 micro(1),EMOBON metagenome sediment sample from station RFormosa collected on 2023-09-06 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-09-06 00:00:00,RFormosa_So_230906,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,1,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-09-06 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2023-09-12 00:00:00,2023-10-05 00:00:00,-70,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_56
EMO BON RFormosa SO 230906 micro(2),EMOBON metagenome sediment sample from station RFormosa collected on 2023-09-06 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-09-06 00:00:00,RFormosa_So_230906,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,2,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-09-06 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2023-09-12 00:00:00,2023-10-05 00:00:00,-70,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_57
EMO BON RFormosa SO 230906 micro(3),EMOBON metagenome sediment sample from station RFormosa collected on 2023-09-06 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-09-06 00:00:00,RFormosa_So_230906,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,3,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-09-06 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_58
EMO BON RFormosa SO 230906 micro(4),EMOBON metagenome sediment sample from station RFormosa collected on 2023-09-06 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-09-06 00:00:00,RFormosa_So_230906,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,4,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-09-06 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_59
EMO BON RFormosa SO 230906 blank,EMOBON metagenome sediment sample from station RFormosa collected on 2023-09-06 community collected micro,256318,metagenome,metagenome,NA,2023-09-06 00:00:00,RFormosa_So_230906,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,blank_1,NA,NA,NA,NA,SoSOP 1,NA,2023-09-06 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_60
EMO BON RFormosa SO 231025 micro(1),EMOBON metagenome sediment sample from station RFormosa collected on 2023-10-25 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-10-25 00:00:00,RFormosa_So_231025,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,1,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-10-25 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,to ship,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_61
EMO BON RFormosa SO 231025 micro(2),EMOBON metagenome sediment sample from station RFormosa collected on 2023-10-25 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-10-25 00:00:00,RFormosa_So_231025,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,2,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-10-25 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,to ship,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_62
EMO BON RFormosa SO 231025 micro(3),EMOBON metagenome sediment sample from station RFormosa collected on 2023-10-25 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-10-25 00:00:00,RFormosa_So_231025,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,3,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-10-25 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_63
EMO BON RFormosa SO 231025 micro(4),EMOBON metagenome sediment sample from station RFormosa collected on 2023-10-25 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-10-25 00:00:00,RFormosa_So_231025,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,4,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-10-25 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_64
EMO BON RFormosa SO 231025 blank,EMOBON metagenome sediment sample from station RFormosa collected on 2023-10-25 community collected micro,256318,metagenome,metagenome,NA,2023-10-25 00:00:00,RFormosa_So_231025,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,blank_1,NA,NA,NA,NA,SoSOP 1,NA,2023-10-25 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_65
EMO BON RFormosa SO 240104 micro(1),EMOBON metagenome sediment sample from station RFormosa collected on 2024-01-04 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-01-04 00:00:00,RFormosa_So_240104,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,1,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-01-04 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,to ship,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_66
EMO BON RFormosa SO 240104 micro(2),EMOBON metagenome sediment sample from station RFormosa collected on 2024-01-04 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-01-04 00:00:00,RFormosa_So_240104,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,2,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-01-04 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,to ship,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_67
EMO BON RFormosa SO 240104 micro(3),EMOBON metagenome sediment sample from station RFormosa collected on 2024-01-04 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-01-04 00:00:00,RFormosa_So_240104,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,3,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-01-04 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_68
EMO BON RFormosa SO 240104 micro(4),EMOBON metagenome sediment sample from station RFormosa collected on 2024-01-04 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-01-04 00:00:00,RFormosa_So_240104,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,4,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-01-04 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_69
EMO BON RFormosa SO 240104 blank,EMOBON metagenome sediment sample from station RFormosa collected on 2024-01-04 community collected micro,256318,metagenome,metagenome,NA,2024-01-04 00:00:00,RFormosa_So_240104,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,blank_1,NA,NA,NA,NA,SoSOP 1,NA,2024-01-04 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_70
EMO BON RFormosa SO 240304 micro(1),EMOBON metagenome sediment sample from station RFormosa collected on 2024-03-04 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-03-04 00:00:00,RFormosa_So_240304,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,1,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-03-04 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,to ship,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_71
EMO BON RFormosa SO 240304 micro(2),EMOBON metagenome sediment sample from station RFormosa collected on 2024-03-04 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-03-04 00:00:00,RFormosa_So_240304,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,2,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-03-04 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,to ship,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_72
EMO BON RFormosa SO 240304 micro(3),EMOBON metagenome sediment sample from station RFormosa collected on 2024-03-04 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-03-04 00:00:00,RFormosa_So_240304,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,3,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-03-04 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_73
EMO BON RFormosa SO 240304 micro(4),EMOBON metagenome sediment sample from station RFormosa collected on 2024-03-04 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-03-04 00:00:00,RFormosa_So_240304,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,4,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-03-04 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_74
EMO BON RFormosa SO 240304 blank,EMOBON metagenome sediment sample from station RFormosa collected on 2024-03-04 community collected micro,256318,metagenome,metagenome,NA,2024-03-04 00:00:00,RFormosa_So_240304,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,blank_1,NA,NA,NA,NA,SoSOP 1,NA,2024-03-04 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_75
EMO BON RFormosa SO 240416 micro(1),EMOBON metagenome sediment sample from station RFormosa collected on 2024-04-16 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-04-16 00:00:00,RFormosa_So_240416,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,1,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-04-16 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,to ship,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_76
EMO BON RFormosa SO 240416 micro(2),EMOBON metagenome sediment sample from station RFormosa collected on 2024-04-16 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-04-16 00:00:00,RFormosa_So_240416,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,2,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-04-16 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,to ship,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_77
EMO BON RFormosa SO 240416 micro(3),EMOBON metagenome sediment sample from station RFormosa collected on 2024-04-16 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-04-16 00:00:00,RFormosa_So_240416,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,3,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-04-16 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_78
EMO BON RFormosa SO 240416 micro(4),EMOBON metagenome sediment sample from station RFormosa collected on 2024-04-16 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-04-16 00:00:00,RFormosa_So_240416,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,4,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-04-16 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_79
EMO BON RFormosa SO 240416 blank,EMOBON metagenome sediment sample from station RFormosa collected on 2024-04-16 community collected micro,256318,metagenome,metagenome,NA,2024-04-16 00:00:00,RFormosa_So_240416,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,blank_1,NA,NA,NA,NA,SoSOP 1,NA,2024-04-16 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_80
EMO BON RFormosa SO 240705 micro(1),EMOBON metagenome sediment sample from station RFormosa collected on 2024-07-05 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-07-05 00:00:00,RFormosa_So_240705,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,1,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-07-05 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,to ship,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_81
EMO BON RFormosa SO 240705 micro(2),EMOBON metagenome sediment sample from station RFormosa collected on 2024-07-05 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-07-05 00:00:00,RFormosa_So_240705,Bruno Louro,0000-0001-8164-581X,low_tide,micro,,2,NA,NA,0,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-07-05 00:00:00,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,to ship,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_82
